,movie_title,duration,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,num_user_for_reviews,num_critic_for_reviews,num_voted_users,cast_total_facebook_likes,movie_facebook_likes,plot_keywords,facenumber_in_poster,color,title_year,language,country,content_rating,aspect_ratio,movie_imdb_link,gross,budget,imdb_score,genre_1,genre_2
2433,Catch That Kid ,91.0,Bart Freundlich,38.0,Kristen Stewart,17000.0,Corbin Bleu,632.0,Kevin G. Schmidt,362.0,49.0,54.0,8023,18711,591,caper|computer genius|dog|heist|security chief,0.0,Color,2004.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,16702864.0,18000000.0,5.2,Comedy,Crime
2434,Life as a House ,125.0,Irwin Winkler,34.0,Ian Somerhalder,16000.0,Hayden Christensen,4000.0,Kristin Scott Thomas,1000.0,359.0,99.0,39105,21622,0,cancer|construction|house|house construction|neighbor,0.0,Color,2001.0,English,USA,R,2.35,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,15561627.0,18000000.0,7.5,Drama,Drama
2435,Steve Jobs ,122.0,Danny Boyle,0.0,Kate Winslet,14000.0,Michael Fassbender,13000.0,Michael Stuhlbarg,816.0,307.0,412.0,93548,28933,23000,apple computer|box office flop|computer|dialogue driven|father daughter relationship,0.0,Color,2015.0,English,UK,R,2.35,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,17750583.0,30000000.0,7.2,Biography,Drama
2436,"I Love You, Beth Cooper ",102.0,Chris Columbus,0.0,Alan Ruck,946.0,Marie Avgeropoulos,800.0,Shawn Roberts,529.0,80.0,107.0,28209,4072,0,cheerleader|party|popular girl|speech|valedictorian,1.0,Color,2009.0,English,Canada,PG-13,1.85,http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1,14793904.0,18000000.0,5.3,Comedy,Romance
2437,Youth in Revolt ,90.0,Miguel Arteta,44.0,Steve Buscemi,12000.0,Ari Graynor,904.0,Fred Willard,729.0,105.0,192.0,64646,16004,0,alter ego|boarding school|love|masturbation|teen movie,2.0,Color,2009.0,English,USA,R,1.85,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,15281286.0,18000000.0,6.5,Comedy,Drama
2438,The Legend of the Lone Ranger ,98.0,William A. Fraker,28.0,Jason Robards,372.0,Richard Farnsworth,262.0,Michael Horse,102.0,41.0,25.0,1400,927,346,ambush|hero|masked hero|outlaw|texas ranger,0.0,Color,1981.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1,8000000.0,18000000.0,5.0,Action,Adventure
2439,The Tailor of Panama ,109.0,John Boorman,128.0,Daniel Radcliffe,11000.0,Jamie Lee Curtis,2000.0,Mark Margolis,1000.0,213.0,104.0,23728,14995,813,canal|panama|president|spy|tailor,0.0,Color,2001.0,English,USA,R,2.35,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,13491653.0,18000000.0,6.1,Drama,Thriller
2441,Getaway ,90.0,Courtney Solomon,31.0,Rebecca Budig,210.0,Paul Freeman,193.0,Bruce Payne,179.0,109.0,146.0,19586,676,4000,die hard scenario|earth viewed from space|race against time|race car driver|title at the end,1.0,Color,2013.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,10494494.0,18000000.0,4.4,Action,Crime
2442,The Ice Storm ,112.0,Ang Lee,0.0,Joan Allen,805.0,Kate Burton,223.0,Henry Czerny,177.0,287.0,124.0,46396,1466,0,ice|ice storm|storm|thanksgiving|virgin,0.0,Color,1997.0,English,USA,R,1.85,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,7837632.0,18000000.0,7.5,Drama,Drama
2443,And So It Goes ,94.0,Rob Reiner,0.0,Yaya DaCosta,712.0,Annie Parisse,341.0,Frankie Valli,197.0,48.0,107.0,8895,1673,3000,four word title|grandparent grandchild relationship|reference to facebook|reference to the internet|singer,2.0,Color,2014.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,15155772.0,18000000.0,5.7,Comedy,Drama
2444,Troop Beverly Hills ,105.0,Jeff Kanew,6.0,Craig T. Nelson,723.0,Shelley Long,422.0,Kellie Martin,371.0,35.0,11.0,7470,2368,0,beverly hills hotel|divorce|girl|troop|wilderness,1.0,Color,1989.0,English,USA,PG,1.37,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,8508843.0,18000000.0,5.5,Adventure,Comedy
2445,Being Julia ,104.0,István Szabó,109.0,Miriam Margolyes,405.0,Shaun Evans,204.0,Juliet Stevenson,202.0,112.0,93.0,10680,847,562,diva|marriage|open marriage|revenge|social climber,2.0,Color,2004.0,English,Canada,R,1.85,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,7739049.0,18000000.0,7.1,Comedy,Drama
2446,9½ Weeks ,112.0,Adrian Lyne,213.0,David Margulies,567.0,Karen Young,67.0,Kim Chan,45.0,118.0,38.0,29591,711,0,blindfolded woman|control|male dominance|sex game|sex in public,0.0,Color,1986.0,English,USA,R,1.85,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,6734844.0,17000000.0,5.9,Drama,Romance
2447,Dragonslayer ,108.0,Matthew Robbins,25.0,Ian McDiarmid,1000.0,Ralph Richardson,115.0,Albert Salmi,94.0,102.0,60.0,10832,1263,0,apprentice|dragon|king|kingdom|wizard,0.0,Color,1981.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,6000000.0,18000000.0,6.7,Action,Adventure
2448,The Last Station ,112.0,Michael Hoffman,97.0,David Masterson,577.0,Kerry Condon,416.0,Anne-Marie Duff,231.0,82.0,184.0,15352,1341,0,countess|leo tolstoy|russian|wealth|writing,2.0,Color,2009.0,English,Germany,R,2.35,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,6615578.0,13000000.0,7.0,Biography,Drama
2449,Ed Wood ,127.0,Tim Burton,13000.0,Johnny Depp,40000.0,Bill Murray,13000.0,Martin Landau,940.0,420.0,148.0,142416,56585,0,1950s|director|friend|friendship|transvestism,1.0, Black and White,1994.0,English,USA,R,1.85,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,5887457.0,18000000.0,7.9,Biography,Comedy
2450,Labor Day ,111.0,Jason Reitman,655.0,J.K. Simmons,24000.0,Kate Winslet,14000.0,Brooke Smith,405.0,111.0,217.0,31898,39307,0,baseball|baseball practice|escaped convict|neighbor|tied to a chair,1.0,Color,2013.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,13362308.0,18000000.0,6.9,Drama,Drama
2451,Mongol: The Rise of Genghis Khan ,126.0,Sergey Bodrov,44.0,Tadanobu Asano,627.0,Khulan Chuluun,12.0,Honglei Sun,9.0,165.0,160.0,37635,653,0,epic|genghis khan|one word title|slave|starving,0.0,Color,2007.0,Mongolian,Russia,R,2.35,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,5701643.0,20000000.0,7.3,Adventure,Biography
2452,RocknRolla ,114.0,Guy Ritchie,0.0,Tom Hardy,27000.0,Gerard Butler,18000.0,Tom Wilkinson,1000.0,192.0,209.0,194489,46944,12000,accountant|finger gun|homosexual|killed in an elevator|painting,4.0,Color,2008.0,English,UK,R,2.35,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,5694401.0,18000000.0,7.3,Action,Crime
2453,Megaforce ,99.0,Hal Needham,379.0,Barry Bostwick,456.0,Michael Beck,278.0,Henry Silva,251.0,54.0,40.0,2541,1356,0,dictator|electronic music score|one word title|secret headquarters|soldier,2.0,Color,1982.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,5333658.0,20000000.0,3.5,Action,Sci-Fi
2454,Hamlet ,150.0,Kenneth Branagh,0.0,Julie Christie,597.0,Brian Blessed,591.0,Richard Briers,401.0,224.0,85.0,30618,1645,0,classic literature|denmark|funeral|madness|prince,0.0,Color,1996.0,English,UK,PG-13,2.2,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,4414535.0,18000000.0,7.8,Drama,Drama
2456,Midnight Special ,112.0,Jeff Nichols,337.0,Kirsten Dunst,4000.0,Sam Shepard,820.0,Paul Sparks,201.0,156.0,263.0,31359,5671,0,cult|father son relationship|gas station|on the run|supernatural ability,0.0,Color,2016.0,English,Greece,PG-13,2.35,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,3707794.0,18000000.0,6.7,Adventure,Drama
2457,Anything Else ,108.0,Woody Allen,11000.0,Woody Allen,11000.0,Stockard Channing,944.0,Fisher Stevens,922.0,155.0,128.0,25165,14843,827,love at first sight|new york city|sex|teacher|writer,2.0,Color,2003.0,English,USA,R,2.35,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,3203044.0,18000000.0,6.4,Comedy,Romance
2458,The Railway Man ,116.0,Jonathan Teplitzky,6.0,Jeremy Irvine,25000.0,Colin Firth,14000.0,Sam Reid,212.0,119.0,186.0,27882,39463,18000,japanese soldier|physical torture|pow camp|prisoner of war|reference to adolf hitler,2.0,Color,2013.0,English,Australia,R,2.35,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,4435083.0,18000000.0,7.1,Biography,Drama
2460,The White Ribbon ,144.0,Michael Haneke,0.0,Ulrich Tukur,63.0,Burghart Klaußner,43.0,Leonie Benesch,16.0,193.0,292.0,52958,167,0,children|doctor|mysterious event|pastor|small village,0.0, Black and White,2009.0,German,Germany,R,1.85,http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1,2222647.0,12000000.0,7.8,Drama,Mystery
2462,The Wraith ,93.0,Mike Marvin,28.0,Clint Howard,1000.0,Randy Quaid,695.0,Nick Cassavetes,415.0,100.0,70.0,10082,2319,0,arizona|death|gang|police|sheriff,2.0,Color,1986.0,English,USA,R,1.85,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,3500000.0,2700000.0,5.9,Action,Horror
2463,The Salton Sea ,103.0,D.J. Caruso,154.0,Adam Goldberg,1000.0,Meat Loaf,783.0,Anthony LaPaglia,576.0,180.0,79.0,26730,4094,2000,male in shower|murder|neighbor neighbor relationship|remote control car|sex scene,0.0,Color,2002.0,English,USA,R,1.85,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,676698.0,18000000.0,7.2,Crime,Drama
2468,One Man's Hero ,121.0,Lance Hool,0.0,Tom Berenger,854.0,Joaquim de Almeida,578.0,Mark Moses,353.0,42.0,10.0,899,2705,271,american|battalion|catholic|mexican|sergeant,2.0,Color,1999.0,English,Spain,R,2.35,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,229311.0,11350000.0,6.2,Action,Drama
2471,Renaissance ,105.0,Christian Volckman,2.0,Romola Garai,805.0,Catherine McCormack,306.0,Kevork Malikyan,69.0,90.0,112.0,14325,1185,0,future|kidnapping|missing file|paris france|year 2054,0.0,Color,2006.0,English,France,R,2.35,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,63260.0,14000000.0,6.7,Action,Animation
2475,Superbad ,119.0,Greg Mottola,99.0,Emma Stone,15000.0,Joe Lo Truglio,833.0,Kevin Corrigan,778.0,555.0,256.0,422606,17584,0,black comedy|bromance|party|school|teen comedy,2.0,Color,2007.0,English,USA,R,1.85,http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1,121463226.0,20000000.0,7.6,Comedy,Comedy
2478,Step Up 2: The Streets ,98.0,Jon M. Chu,209.0,Cassie Ventura,158.0,Mari Koda,152.0,Luis Rosado,129.0,108.0,97.0,67653,816,0,audition|dance|kissing in the rain|student|subway,2.0,Color,2008.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1,58006147.0,23000000.0,6.2,Drama,Music
2479,Hoodwinked! ,80.0,Cory Edwards,19.0,Anne Hathaway,11000.0,Chazz Palminteri,979.0,Jim Belushi,854.0,247.0,142.0,45900,14385,0,animal|axe|red riding hood|wolf|woodsman,1.0,Color,2005.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,51053787.0,17500000.0,6.5,Action,Animation
2480,Hotel Rwanda ,121.0,Terry George,83.0,Don Cheadle,3000.0,Sophie Okonedo,460.0,Hakeem Kae-Kazim,242.0,609.0,187.0,264533,4142,12000,atrocity|central africa|ethnic warfare|united nations peace keeping force|united nations soldier,1.0,Color,2004.0,English,UK,PG-13,2.35,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,23472900.0,17500000.0,8.1,Drama,History
2481,Hitman ,94.0,Xavier Gens,87.0,Henry Ian Cusick,866.0,Dougray Scott,794.0,Ulrich Thomsen,280.0,376.0,193.0,140780,2124,0,hitman|impersonation|see through dress|topless female nudity|woman on top,1.0,Color,2007.0,English,France,R,2.35,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,39687528.0,24000000.0,6.3,Action,Crime
2482,Black Nativity ,93.0,Kasi Lemmons,148.0,Jennifer Hudson,549.0,Mary J. Blige,269.0,Vondie Curtis-Hall,170.0,17.0,40.0,1633,1373,0,based on stage musical|based on the bible|christmas|color in title|nativity,5.0,Color,2013.0,English,USA,PG,2.35,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,7017178.0,17500000.0,4.4,Drama,Family
2484,City of Ghosts ,116.0,Matt Dillon,0.0,Kirk Fox,109.0,Shawn Andrews,67.0,Rob Campbell,50.0,67.0,38.0,4387,245,204,bag over head|buddhist temple|loss of friend|male bonding|nightclub,0.0,Color,2002.0,English,USA,R,1.85,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,325491.0,17500000.0,6.0,Crime,Drama
2485,The Others ,101.0,Alejandro Amenábar,448.0,Fionnula Flanagan,482.0,Elaine Cassidy,203.0,Eric Sykes,83.0,1109.0,239.0,268581,956,20000,curtain|haunting|mansion|mute|xeroderma pigmentosum,0.0,Color,2001.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,96471845.0,17000000.0,7.6,Fantasy,Horror
2486,Aliens ,154.0,James Cameron,0.0,Michael Biehn,2000.0,Carrie Henn,626.0,Jenette Goldstein,604.0,1076.0,250.0,488537,4228,18000,alien|human versus alien|monster|rescue mission|space marine,1.0,Color,1986.0,English,USA,R,1.85,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,85200000.0,18500000.0,8.4,Action,Adventure
2487,My Fair Lady ,170.0,George Cukor,165.0,Jeremy Brett,453.0,Rex Harrison,272.0,Theodore Bikel,244.0,258.0,82.0,66959,1164,0,colonel|flower girl|professor|street|wager,1.0,Color,1964.0,English,USA,Approved,2.2,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,72000000.0,17000000.0,7.9,Drama,Family
2488,I Know What You Did Last Summer ,99.0,Jim Gillespie,13.0,Muse Watson,45000.0,Sarah Michelle Gellar,4000.0,Anne Heche,681.0,419.0,140.0,105585,50284,0,beach|corpse|fourth of july|overalls|revenge,1.0,Color,1997.0,English,USA,R,2.35,http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1,72219395.0,17000000.0,5.6,Horror,Mystery
2489,Let's Be Cops ,104.0,Luke Greenfield,42.0,Rob Riggle,839.0,Damon Wayans Jr.,756.0,James D'Arcy,613.0,147.0,129.0,106820,3627,14000,friendship between men|impersonating a police officer|mobster|party|police officer,1.0,Color,2014.0,English,USA,R,1.85,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,82389560.0,17000000.0,6.5,Comedy,Comedy
2490,Sideways ,126.0,Alexander Payne,729.0,Virginia Madsen,912.0,Patrick Gallagher,306.0,M.C. Gainey,284.0,835.0,285.0,149966,2170,0,actor|california|teacher|wine|writer,0.0,Color,2004.0,English,USA,R,1.85,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,71502303.0,12000000.0,7.5,Adventure,Comedy
2491,Beerfest ,110.0,Jay Chandrasekhar,422.0,Chris Moss,33000.0,Owain Yeoman,459.0,Jay Chandrasekhar,422.0,177.0,91.0,54710,35345,0,beer|competition|germany|oktoberfest|prostitute,2.0,Color,2006.0,English,USA,R,2.35,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,19179969.0,17500000.0,6.3,Comedy,Comedy
2492,Halloween ,101.0,John Carpenter,0.0,Jamie Lee Curtis,2000.0,Donald Pleasence,742.0,P.J. Soles,598.0,1191.0,318.0,157857,4400,12000,halloween|masked killer|michael myers|slasher|trick or treat,0.0,Color,1978.0,English,USA,R,2.35,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,47000000.0,300000.0,7.9,Horror,Thriller
2494,Good Boy! ,87.0,John Hoffman,9.0,Liam Aiken,818.0,Molly Shannon,636.0,Kevin Nealon,503.0,48.0,52.0,3407,2164,309,dog|friend|neighborhood|planet|star,1.0,Color,2003.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,37566230.0,17000000.0,5.1,Comedy,Drama
2495,The Best Man Holiday ,123.0,Malcolm D. Lee,92.0,Harold Perrineau,1000.0,Sanaa Lathan,886.0,Eddie Cibrian,849.0,64.0,56.0,11600,5306,7000,childbirth|christmas|gay slur|infidelity|punched in the nose,5.0,Color,2013.0,English,USA,R,2.35,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,70492685.0,17000000.0,6.7,Comedy,Drama
2496,Smokin' Aces ,109.0,Joe Carnahan,248.0,Ryan Reynolds,16000.0,Common,988.0,Alex Rocco,968.0,482.0,186.0,121058,19410,3000,casino|fbi|mafia|mob hit|sniper,0.0,Color,2006.0,English,UK,R,2.35,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,35635046.0,17000000.0,6.7,Action,Crime
2497,Saw 3D: The Final Chapter ,90.0,Kevin Greutert,52.0,Costas Mandylor,723.0,Gina Holden,346.0,Betsy Russell,298.0,279.0,178.0,67978,1978,12000,blood splatter|self help guru|sequel|support group|survivor,0.0,Color,2010.0,English,Canada,R,1.85,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,45670855.0,20000000.0,5.6,Horror,Mystery
2498,40 Days and 40 Nights ,96.0,Michael Lehmann,36.0,Emmanuelle Vaugier,1000.0,Vinessa Shaw,580.0,Paulo Costanzo,486.0,207.0,140.0,62272,3294,2000,female on male rape|lent|male rear nudity|masturbation|sex,0.0,Color,2002.0,English,USA,R,1.85,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,37939782.0,17000000.0,5.6,Comedy,Romance
2499,TRON: Legacy ,125.0,Joseph Kosinski,364.0,Jeff Bridges,12000.0,Olivia Wilde,10000.0,James Frain,1000.0,665.0,469.0,264186,25549,30000,arcade|bridge|disappearance|escape|warrior,0.0,Color,2010.0,English,USA,PG,2.35,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,172051787.0,170000000.0,6.8,Action,Adventure
2500,A Night at the Roxbury ,82.0,John Fortenberry,12.0,Will Ferrell,8000.0,Chris Kattan,357.0,Dan Hedaya,281.0,239.0,63.0,48458,9271,0,1990s|bar|car accident|nightclub|whipped cream,2.0,Color,1998.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,30324946.0,17000000.0,6.2,Comedy,Music
2501,Beastly ,86.0,Daniel Barnz,33.0,Alex Pettyfer,15000.0,Mary-Kate Olsen,976.0,Erik Knudsen,583.0,129.0,148.0,64190,17396,16000,love|maid|newscaster|student|tutor,1.0,Color,2011.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,27854896.0,17000000.0,5.6,Drama,Fantasy
2502,The Hills Have Eyes ,108.0,Alexandre Aja,192.0,Dan Byrd,1000.0,Greg Nicotero,1000.0,Vinessa Shaw,580.0,855.0,265.0,129719,4500,0,desert|horror movie remake|murder of family|rape|slasher,0.0,Color,2006.0,English,USA,R,2.35,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,41777564.0,15000000.0,6.4,Horror,Horror
2503,Dickie Roberts: Former Child Star ,98.0,Sam Weisman,39.0,Kevin Grevioux,593.0,Jenna Boyd,517.0,Mary McCormack,428.0,117.0,75.0,11815,2713,320,dental braces|dental headgear|former child star|panties|white panties,1.0,Color,2003.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,22734486.0,17000000.0,5.6,Comedy,Comedy
2504,"McFarland, USA ",129.0,Niki Caro,51.0,Morgan Saylor,427.0,Valente Rodriguez,234.0,Diana Maria Riva,89.0,83.0,113.0,23480,952,21000,coach|high school|place name in title|school|student,0.0,Color,2015.0,English,USA,PG,2.35,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,44469602.0,17000000.0,7.4,Biography,Drama
2507,Pitch Perfect ,112.0,Jason Moore,36.0,Anna Kendrick,10000.0,Hana Mae Lee,751.0,Ben Platt,746.0,250.0,223.0,213898,12676,36000,a cappella|competition|dj|female protagonist|lesbian,4.0,Color,2012.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,64998368.0,17000000.0,7.2,Comedy,Music
2508,Summer Catch ,108.0,Michael Tollin,19.0,Marc Blucas,973.0,Brian Dennehy,954.0,Bruce Davison,505.0,107.0,50.0,12993,3344,476,baseball|baseball player|night|rivalry|summer,2.0,Color,2001.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,19693891.0,34000000.0,4.9,Comedy,Drama
2509,A Simple Plan ,121.0,Sam Raimi,0.0,Gary Cole,989.0,Bridget Fonda,888.0,Chelcie Ross,244.0,416.0,125.0,50656,2365,0,bag of money|found money|minnesota|screenplay adapted by author|snow,1.0,Color,1998.0,English,UK,R,1.85,http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1,16311763.0,17000000.0,7.5,Crime,Drama
2510,They ,89.0,Robert Harmon,11.0,Alexander Gould,1000.0,Ethan Embry,982.0,Marc Blucas,973.0,271.0,81.0,10885,4060,814,darkness|friend|kiss|nightmare|suicide,0.0,Color,2002.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1,12693621.0,17000000.0,4.8,Horror,Mystery
2511,Larry the Cable Guy: Health Inspector ,89.0,Trent Cooper,0.0,Thomas F. Wilson,690.0,Larry the Cable Guy,400.0,Megyn Price,323.0,112.0,37.0,9104,2135,110,diner|food poisoning|health inspector|restaurant|undercover,2.0,Color,2006.0,English,USA,PG-13,1.33,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,15655665.0,4000000.0,3.1,Comedy,Romance
2512,The Adventures of Elmo in Grouchland ,73.0,Gary Halvorson,11.0,Vanessa Williams,1000.0,Kevin Clash,436.0,Caroll Spinney,142.0,37.0,44.0,2045,2020,339,based on tv series|blanket|box office flop|rescue|sesame street,0.0,Color,1999.0,English,USA,G,1.85,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,11634458.0,17000000.0,5.8,Adventure,Comedy
2513,Brooklyn's Finest ,132.0,Antoine Fuqua,847.0,Don Cheadle,3000.0,Lili Taylor,960.0,Armando Riesco,625.0,138.0,197.0,52852,6317,4000,catholic|corrupt cop|new york city|police detective|police officer killed,1.0,Color,2009.0,English,USA,R,2.35,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,27154426.0,17000000.0,6.7,Crime,Drama
2515,Evil Dead ,96.0,Fede Alvarez,201.0,Lou Taylor Pucci,394.0,Elizabeth Blackmore,150.0,Ellen Sandweiss,58.0,789.0,543.0,125016,673,70000,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,0.0,Color,2013.0,English,USA,R,2.35,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,54239856.0,17000000.0,6.5,Horror,Horror
2516,My Life in Ruins ,98.0,Donald Petrie,80.0,Nia Vardalos,567.0,Harland Williams,503.0,Rachel Dratch,399.0,75.0,112.0,15033,2016,0,greece|greek|tour bus|tour guide|tourist,1.0,Color,2009.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,8662318.0,17000000.0,5.9,Comedy,Romance
2517,American Dreamz ,107.0,Paul Weitz,80.0,Judy Greer,2000.0,Dennis Quaid,2000.0,Chris Klein,841.0,217.0,153.0,22639,5992,300,chief of staff|contest|president|singing|terrorist,6.0,Color,2006.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,7156725.0,19000000.0,5.5,Comedy,Music
2518,Superman IV: The Quest for Peace ,134.0,Sidney J. Furie,22.0,Jim Broadbent,1000.0,Margot Kidder,593.0,William Hootkins,488.0,259.0,94.0,33570,3007,1000,box office flop|dc comics|hair|nuclear disarmament|superman,6.0,Color,1987.0,English,UK,PG,2.35,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,15681020.0,17000000.0,3.6,Action,Adventure
2520,Running Scared ,122.0,Wayne Kramer,47.0,Paul Walker,23000.0,Chazz Palminteri,979.0,Ivana Milicevic,834.0,419.0,157.0,88590,27381,0,adult child friendship|corrupt cop|fistfight|gangster|thug,2.0,Color,2006.0,English,Germany,R,2.35,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,6855137.0,17000000.0,7.4,Action,Crime
2522,Shanghai Surprise ,97.0,Jim Goddard,3.0,Victor Wong,400.0,Paul Freeman,193.0,Clyde Kusatsu,161.0,28.0,21.0,4081,805,154,china|missionary|opium|villain|year 1937,0.0,Color,1986.0,English,UK,PG-13,1.85,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,2315683.0,17000000.0,3.0,Adventure,Crime
2523,The Illusionist ,110.0,Neil Burger,168.0,Rufus Sewell,3000.0,Eddie Marsan,979.0,Jake Wood,96.0,645.0,236.0,295375,4210,15000,duchess|illusionist|magician|prince|supernatural power,3.0,Color,2006.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,39825798.0,16000000.0,7.6,Drama,Mystery
2524,Roar ,102.0,Noel Marshall,4.0,Tippi Hedren,634.0,Melanie Griffith,537.0,Zakes Mokae,60.0,27.0,50.0,1275,1262,0,chase|dead man|jungle|killing a lion|killing a tiger,0.0,Color,1981.0,English,USA,PG,2.35,http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,2000000.0,17000000.0,6.4,Adventure,Horror
2525,Veronica Guerin ,98.0,Joel Schumacher,541.0,Brenda Fricker,214.0,David Murray,96.0,Gerard McSorley,71.0,113.0,106.0,16234,409,0,criminal|drug lord|gunshot|irish|journalist,1.0,Color,2003.0,English,Ireland,R,2.35,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,1569918.0,17000000.0,6.9,Biography,Crime
2527,Southland Tales ,160.0,Richard Kelly,219.0,Janeane Garofalo,1000.0,Curtis Armstrong,876.0,Chris Andrew Ciulla,215.0,238.0,173.0,32671,2340,0,amnesia|boxer|conspiracy|police|porn star,6.0,Color,2006.0,English,France,R,2.35,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,273420.0,17000000.0,5.5,Comedy,Mystery
